RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice,,,,,
317,2019-01-05,Concentrate,Each,103,6061.7,0,0,103,6061.7,,,,,
317,2019-01-05,Shake/Trim (by strain),Grams,0,0,988,14278.56,988,14278.56,,,,,
325,2019-01-06,Concentrate (Each),Each,2393,136719.87,0,0,2393,136719.87,,,,,
325,2019-01-06,Buds,Each,1706,20312.92,0,0,1706,20312.92,,,,,
325,2019-01-06,Concentrate,Each,86,5050.63,0,0,86,5050.63,,,,,
325,2019-01-06,Infused (edible),Each,622,11442.8,0,0,622,11442.8,,,,,
325,2019-01-06,Infused (non-edible),Each,303,20080,0,0,303,20080,,,,,
325,2019-01-06,Buds,Grams,0,0,12075.84,173936.67,12075.84,173936.67,,,,,
325,2019-01-06,Concentrate,Grams,0,0,38,2319.6,38,2319.6,,,,,
325,2019-01-06,Shake/Trim (by strain),Grams,0,0,772.5,11656.72,772.5,11656.72,,,,,
333,2019-01-07,Buds,Each,1126,13438.22,0,0,1126,13438.22,,,,,
333,2019-01-07,Shake/Trim (by strain),Grams,0,0,492.5,7573.44,492.5,7573.44,,,,,
333,2019-01-07,Infused (non-edible),Each,296,18125,0,0,296,18125,,,,,
333,2019-01-07,Buds,Grams,0,0,10911.69,155980.15,10911.69,155980.15,,,,,
333,2019-01-07,Infused (edible),Each,528,8482.74,0,0,528,8482.74,,,,,
333,2019-01-07,Concentrate,Each,53,3180,0,0,53,3180,,,,,
333,2019-01-07,Concentrate,Grams,0,0,57,3543.6,57,3543.6,,,,,
333,2019-01-07,Concentrate (Each),Each,2206,125651.06,0,0,2206,125651.06,,,,,
341,2019-01-08,Concentrate,Each,36,2107.53,0,0,36,2107.53,,,,,
341,2019-01-08,Concentrate (Each),Each,1986,111973.12,0,0,1986,111973.12,,,,,
341,2019-01-08,Buds,Each,1205,14377.85,0,0,1205,14377.85,,,,,
341,2019-01-08,Buds,Grams,0,0,9582.14,136252.66,9582.14,136252.66,,,,,
341,2019-01-08,Shake/Trim (by strain),Grams,0,0,404.5,6241.2,404.5,6241.2,,,,,
341,2019-01-08,Kief,Grams,0,0,5.18,420,5.18,420,,,,,
341,2019-01-08,Infused (non-edible),Each,318,19055,0,0,318,19055,,,,,
341,2019-01-08,Infused (edible),Each,981,27141.31,0,0,981,27141.31,,,,,
341,2019-01-08,Concentrate,Grams,0,0,44,3096,44,3096,,,,,
350,2019-01-09,Infused (non-edible),Each,335,20900,0,0,335,20900,,,,,
350,2019-01-09,Concentrate,Grams,0,0,31,2052,31,2052,,,,,
350,2019-01-09,Buds,Grams,0,0,10938.42,152618.1,10938.42,152618.1,,,,,
350,2019-01-09,Buds,Each,1271,15147.29,0,0,1271,15147.29,,,,,
350,2019-01-09,Kief,Grams,0,0,8,240,8,240,,,,,
350,2019-01-09,Concentrate,Each,55,3122.86,0,0,55,3122.86,,,,,
350,2019-01-09,Shake/Trim (by strain),Grams,0,0,482,7341.61,482,7341.61,,,,,
350,2019-01-09,Concentrate (Each),Each,2173,118301.29,0,0,2173,118301.29,,,,,
350,2019-01-09,Infused (edible),Each,1084,30770.18,0,0,1084,30770.18,,,,,
359,2019-01-10,Concentrate,Grams,0,0,45,2820,45,2820,,,,,
359,2019-01-10,Buds,Grams,0,0,12506.95,176189.08,12506.95,176189.08,,,,,
359,2019-01-10,Infused (edible),Each,1266,31679.35,0,0,1266,31679.35,,,,,
359,2019-01-10,Infused (non-edible),Each,303,19710,0,0,303,19710,,,,,
359,2019-01-10,Concentrate (Each),Each,2645,144886.71,0,0,2645,144886.71,,,,,
359,2019-01-10,Shake/Trim (by strain),Grams,0,0,394,6058.4,394,6058.4,,,,,
359,2019-01-10,Buds,Each,1132,13451.09,0,0,1132,13451.09,,,,,
359,2019-01-10,Concentrate,Each,84,7244,0,0,84,7244,,,,,
359,2019-01-10,Kief,Grams,0,0,12,360,12,360,,,,,
368,2019-01-11,Kief,Grams,0,0,7,210,7,210,,,,,
368,2019-01-11,Concentrate,Grams,0,0,61,3757.7,61,3757.7,,,,,
368,2019-01-11,Shake/Trim (by strain),Grams,0,0,466.5,7148.16,466.5,7148.16,,,,,
368,2019-01-11,Infused (edible),Each,2060,51342.91,0,0,2060,51342.91,,,,,
368,2019-01-11,Infused (non-edible),Each,391,25175,0,0,391,25175,,,,,
368,2019-01-11,Concentrate (Each),Each,3215,184008.87,0,0,3215,184008.87,,,,,
368,2019-01-11,Buds,Each,1487,17815.82,0,0,1487,17815.82,,,,,
368,2019-01-11,Concentrate,Each,236,18316.01,0,0,236,18316.01,,,,,
368,2019-01-11,Buds,Grams,0,0,17999.43,257254.57,17999.43,257254.57,,,,,
377,2019-01-12,Kief,Grams,0,0,17,504,17,504,,,,,
377,2019-01-12,Buds,Each,2054,24471.68,0,0,2054,24471.68,,,,,
377,2019-01-12,Infused (non-edible),Each,404,27630,0,0,404,27630,,,,,
377,2019-01-12,Buds,Grams,0,0,19096.2,279169.64,19096.2,279169.64,,,,,
377,2019-01-12,Concentrate,Grams,0,0,73.5,4817,73.5,4817,,,,,
377,2019-01-12,Infused (edible),Each,2087,53439.78,0,0,2087,53439.78,,,,,
377,2019-01-12,Concentrate (Each),Each,3422,207176.23,0,0,3422,207176.23,,,,,
377,2019-01-12,Concentrate,Each,177,13994.83,0,0,177,13994.83,,,,,
377,2019-01-12,Shake/Trim (by strain),Grams,0,0,836.75,12924.84,836.75,12924.84,,,,,
386,2019-01-13,Concentrate,Each,120,10390.01,0,0,120,10390.01,,,,,
386,2019-01-13,Concentrate (Each),Each,2973,165128.83,0,0,2973,165128.83,,,,,
386,2019-01-13,Kief,Grams,0,0,9,270,9,270,,,,,
386,2019-01-13,Concentrate,Grams,0,0,44,3066,44,3066,,,,,
386,2019-01-13,Buds,Grams,0,0,14058.98,205489.35,14058.98,205489.35,,,,,
386,2019-01-13,Infused (non-edible),Each,321,22155,0,0,321,22155,,,,,
386,2019-01-13,Buds,Each,454,5383.17,0,0,454,5383.17,,,,,
386,2019-01-13,Infused (edible),Each,1282,35305.95,0,0,1282,35305.95,,,,,
386,2019-01-13,Shake/Trim (by strain),Grams,0,0,479.75,7354.56,479.75,7354.56,,,,,
395,2019-01-14,Infused (edible),Each,971,26650.97,0,0,971,26650.97,,,,,
395,2019-01-14,Concentrate (Each),Each,2509,144401.99,0,0,2509,144401.99,,,,,
395,2019-01-14,Concentrate,Each,110,9340.44,0,0,110,9340.44,,,,,
395,2019-01-14,Buds,Each,1,12,0,0,1,12,,,,,
395,2019-01-14,Shake/Trim (by strain),Grams,0,0,389.25,6046.16,389.25,6046.16,,,,,
395,2019-01-14,Buds,Grams,0,0,13999.2,204702.04,13999.2,204702.04,,,,,
395,2019-01-14,Kief,Grams,0,0,15,450,15,450,,,,,
395,2019-01-14,Infused (non-edible),Each,438,30515,0,0,438,30515,,,,,
395,2019-01-14,Concentrate,Grams,0,0,46,3104,46,3104,,,,,
404,2019-01-15,Concentrate (Each),Each,2361,138163.45,0,0,2361,138163.45,,,,,
404,2019-01-15,Infused (non-edible),Each,467,32013.15,0,0,467,32013.15,,,,,
404,2019-01-15,Buds,Grams,0,0,14380.3,211565.91,14380.3,211565.91,,,,,
404,2019-01-15,Concentrate,Grams,0,0,48.5,3017,48.5,3017,,,,,
404,2019-01-15,Shake/Trim (by strain),Grams,0,0,321.5,5074.56,321.5,5074.56,,,,,
404,2019-01-15,Concentrate,Each,110,8670.96,0,0,110,8670.96,,,,,
404,2019-01-15,Infused (edible),Each,1604,41716.71,0,0,1604,41716.71,,,,,
404,2019-01-15,Kief,Grams,0,0,10,300,10,300,,,,,
412,2019-01-16,Infused (edible),Each,1611,43836.41,0,0,1611,43836.41,,,,,
412,2019-01-16,Infused (non-edible),Each,517,36856.64,0,0,517,36856.64,,,,,
412,2019-01-16,Buds,Each,1118,13219.72,0,0,1118,13219.72,,,,,
412,2019-01-16,Concentrate,Grams,0,0,51,3106,51,3106,,,,,
412,2019-01-16,Buds,Grams,0,0,14592.87,211556.3,14592.87,211556.3,,,,,
412,2019-01-16,Shake/Trim (by strain),Grams,0,0,210.25,3340.08,210.25,3340.08,,,,,
412,2019-01-16,Kief,Grams,0,0,8,219.6,8,219.6,,,,,
412,2019-01-16,Concentrate (Each),Each,2642,155209.01,0,0,2642,155209.01,,,,,
412,2019-01-16,Concentrate,Each,127,11165.01,0,0,127,11165.01,,,,,
421,2019-01-17,Concentrate,Grams,0,0,71,4512,71,4512,,,,,
421,2019-01-17,Buds,Grams,0,0,16366.16,239894.18,16366.16,239894.18,,,,,
421,2019-01-17,Infused (edible),Each,1900,55056.42,0,0,1900,55056.42,,,,,
421,2019-01-17,Shake/Trim (by strain),Grams,0,0,263.5,4189.2,263.5,4189.2,,,,,
421,2019-01-17,Buds,Each,1498,17842.22,0,0,1498,17842.22,,,,,
421,2019-01-17,Infused (non-edible),Each,587,44687.88,0,0,587,44687.88,,,,,
421,2019-01-17,Concentrate,Each,93,7820.02,0,0,93,7820.02,,,,,
421,2019-01-17,Concentrate (Each),Each,2632,157900.94,0,0,2632,157900.94,,,,,
429,2019-01-18,Infused (edible),Each,2176,63553.64,0,0,2176,63553.64,,,,,
429,2019-01-18,Shake/Trim (by strain),Grams,0,0,554,8629.33,554,8629.33,,,,,
429,2019-01-18,Concentrate,Grams,0,0,66,4215.8,66,4215.8,,,,,
429,2019-01-18,Infused (non-edible),Each,403,29739.35,0,0,403,29739.35,,,,,
429,2019-01-18,Buds,Each,2102,25141.82,0,0,2102,25141.82,,,,,
429,2019-01-18,Buds,Grams,0,0,17955.14,263046.39,17955.14,263046.39,,,,,
429,2019-01-18,Concentrate (Each),Each,3604,214511.62,0,0,3604,214511.62,,,,,
429,2019-01-18,Concentrate,Each,80,4880,0,0,80,4880,,,,,
437,2019-01-19,Infused (non-edible),Each,558,37829.66,0,0,558,37829.66,,,,,
437,2019-01-19,Buds,Each,2005,23788.66,0,0,2005,23788.66,,,,,
437,2019-01-19,Concentrate,Each,99,5800.49,0,0,99,5800.49,,,,,
437,2019-01-19,Concentrate (Each),Each,3916,229799.84,0,0,3916,229799.84,,,,,
437,2019-01-19,Buds,Grams,0,0,19995.87,293398.07,19995.87,293398.07,,,,,
437,2019-01-19,Shake/Trim (by strain),Grams,0,0,840.25,13031.88,840.25,13031.88,,,,,
437,2019-01-19,Infused (edible),Each,2700,72777.87,0,0,2700,72777.87,,,,,
437,2019-01-19,Concentrate,Grams,0,0,62.5,4462.5,62.5,4462.5,,,,,
445,2019-01-20,Infused (non-edible),Each,258,17646.2,0,0,258,17646.2,,,,,
445,2019-01-20,Buds,Grams,0,0,5943.48,86471.39,5943.48,86471.39,,,,,
445,2019-01-20,Buds,Each,429,5017.82,0,0,429,5017.82,,,,,
445,2019-01-20,Concentrate,Each,29,1820,0,0,29,1820,,,,,
445,2019-01-20,Infused (edible),Each,496,13465.73,0,0,496,13465.73,,,,,
445,2019-01-20,Concentrate (Each),Each,1061,54714.59,0,0,1061,54714.59,,,,,
445,2019-01-20,Concentrate,Grams,0,0,29,2139.6,29,2139.6,,,,,
445,2019-01-20,Shake/Trim (by strain),Grams,0,0,471,7249.56,471,7249.56,,,,,
453,2019-01-21,Shake/Trim (by strain),Grams,0,0,25,375,25,375,,,,,
453,2019-01-21,Infused (non-edible),Each,625,38746.88,0,0,625,38746.88,,,,,
453,2019-01-21,Concentrate,Grams,0,0,10.5,517.5,10.5,517.5,,,,,
453,2019-01-21,Concentrate (Each),Each,2756,147368.04,0,0,2756,147368.04,,,,,
453,2019-01-21,Buds,Grams,0,0,13317.73,193425.85,13317.73,193425.85,,,,,
453,2019-01-21,Infused (edible),Each,1585,41941.7,0,0,1585,41941.7,,,,,
453,2019-01-21,Buds,Each,960,11457.62,0,0,960,11457.62,,,,,
453,2019-01-21,Concentrate,Each,47,2819.78,0,0,47,2819.78,,,,,
461,2019-01-22,Concentrate,Each,37,2220,0,0,37,2220,,,,,
461,2019-01-22,Concentrate,Grams,0,0,28.5,1923,28.5,1923,,,,,
461,2019-01-22,Shake/Trim (by strain),Grams,0,0,373,5829.6,373,5829.6,,,,,
461,2019-01-22,Concentrate (Each),Each,2645,145427.64,0,0,2645,145427.64,,,,,
461,2019-01-22,Buds,Each,994,11891.58,0,0,994,11891.58,,,,,
461,2019-01-22,Buds,Grams,0,0,15093.87,222523.4,15093.87,222523.4,,,,,
461,2019-01-22,Infused (non-edible),Each,492,32530.84,0,0,492,32530.84,,,,,
461,2019-01-22,Infused (edible),Each,1495,41595.42,0,0,1495,41595.42,,,,,
469,2019-01-23,Concentrate (Each),Each,2892,162204.03,0,0,2892,162204.03,,,,,
469,2019-01-23,Infused (edible),Each,1742,47497.92,0,0,1742,47497.92,,,,,
469,2019-01-23,Infused (non-edible),Each,612,38954.74,0,0,612,38954.74,,,,,
469,2019-01-23,Buds,Each,991,11780.65,0,0,991,11780.65,,,,,
469,2019-01-23,Concentrate,Grams,0,0,38.5,2732.5,38.5,2732.5,,,,,
469,2019-01-23,Buds,Grams,0,0,17555.82,254691.19,17555.82,254691.19,,,,,
469,2019-01-23,Concentrate,Each,8,274.74,0,0,8,274.74,,,,,
469,2019-01-23,Shake/Trim (by strain),Grams,0,0,311.25,4851.6,311.25,4851.6,,,,,
477,2019-01-24,Buds,Each,1237,14734.85,0,0,1237,14734.85,,,,,
477,2019-01-24,Infused (edible),Each,1658,43980.5,0,0,1658,43980.5,,,,,
477,2019-01-24,Buds,Grams,0,0,17705.39,259372.61,17705.39,259372.61,,,,,
477,2019-01-24,Concentrate,Grams,0,0,52,3185.5,52,3185.5,,,,,
477,2019-01-24,Infused (non-edible),Each,619,34358.73,0,0,619,34358.73,,,,,
477,2019-01-24,Shake/Trim (by strain),Grams,0,0,256.75,4002,256.75,4002,,,,,
477,2019-01-24,Concentrate (Each),Each,2767,154851.42,0,0,2767,154851.42,,,,,
477,2019-01-24,Concentrate,Each,3,180,0,0,3,180,,,,,
485,2019-01-25,Shake/Trim (by strain),Grams,0,0,385.75,5982.9,385.75,5982.9,,,,,
485,2019-01-25,Concentrate,Each,5,170.01,0,0,5,170.01,,,,,
485,2019-01-25,Concentrate (Each),Each,4205,230431.53,0,0,4205,230431.53,,,,,
485,2019-01-25,Infused (non-edible),Each,453,28463.21,0,0,453,28463.21,,,,,
485,2019-01-25,Buds,Grams,0,0,23075.06,338287.96,23075.06,338287.96,,,,,
485,2019-01-25,Buds,Each,1742,20817.96,0,0,1742,20817.96,,,,,
485,2019-01-25,Concentrate,Grams,0,0,31.5,1896.96,31.5,1896.96,,,,,
485,2019-01-25,Infused (edible),Each,4009,91565.11,0,0,4009,91565.11,,,,,
493,2019-01-26,Buds,Grams,0,0,24107.6,357142.67,24107.6,357142.67,,,,,
493,2019-01-26,Kief,Grams,0,0,16,390,16,390,,,,,
493,2019-01-26,Infused (edible),Each,4325,93621.64,0,0,4325,93621.64,,,,,
493,2019-01-26,Concentrate,Grams,0,0,42.5,2620.2,42.5,2620.2,,,,,
493,2019-01-26,Buds,Each,2096,24811.28,0,0,2096,24811.28,,,,,
493,2019-01-26,Infused (non-edible),Each,462,31415.91,0,0,462,31415.91,,,,,
493,2019-01-26,Concentrate,Each,217,18573.52,0,0,217,18573.52,,,,,
493,2019-01-26,Concentrate (Each),Each,4770,260342.65,0,0,4770,260342.65,,,,,
493,2019-01-26,Shake/Trim (by strain),Grams,0,0,331,5202,331,5202,,,,,
502,2019-01-27,Concentrate,Grams,0,0,47,3186,47,3186,,,,,
502,2019-01-27,Infused (edible),Each,3291,70978.85,0,0,3291,70978.85,,,,,
502,2019-01-27,Shake/Trim (by strain),Each,97,1439,0,0,97,1439,,,,,
502,2019-01-27,Concentrate,Each,145,9691.97,0,0,145,9691.97,,,,,
502,2019-01-27,Buds,Grams,0,0,19864,291841.27,19864,291841.27,,,,,
502,2019-01-27,Kief,Grams,0,0,34,850,34,850,,,,,
502,2019-01-27,Infused (non-edible),Each,483,35365.86,0,0,483,35365.86,,,,,
502,2019-01-27,Concentrate (Each),Each,3507,199054.11,0,0,3507,199054.11,,,,,
502,2019-01-27,Buds,Each,1461,17437.11,0,0,1461,17437.11,,,,,
502,2019-01-27,Shake/Trim (by strain),Grams,0,0,244.5,3706,244.5,3706,,,,,
512,2019-01-28,Buds,Grams,0,0,18312.04,265051.41,18312.04,265051.41,,,,,
512,2019-01-28,Concentrate,Grams,0,0,23,1518,23,1518,,,,,
512,2019-01-28,Concentrate (Each),Each,2622,147609.32,0,0,2622,147609.32,,,,,
512,2019-01-28,Kief,Grams,0,0,17,415,17,415,,,,,
512,2019-01-28,Infused (non-edible),Each,350,27203.53,0,0,350,27203.53,,,,,
512,2019-01-28,Buds,Each,1022,12253,0,0,1022,12253,,,,,
512,2019-01-28,Shake/Trim (by strain),Each,69,1029,0,0,69,1029,,,,,
512,2019-01-28,Shake/Trim (by strain),Grams,0,0,302.45,3708.34,302.45,3708.34,,,,,
512,2019-01-28,Infused (edible),Each,2276,55021.2,0,0,2276,55021.2,,,,,
512,2019-01-28,Concentrate,Each,127,9294.24,0,0,127,9294.24,,,,,
522,2019-01-29,Kief,Grams,0,0,32,800,32,800,,,,,
522,2019-01-29,Concentrate (Each),Each,2171,123775.71,0,0,2171,123775.71,,,,,
522,2019-01-29,Shake/Trim (by strain),Each,1,9,0,0,1,9,,,,,
522,2019-01-29,Buds,Grams,0,0,15439.67,222782.2,15439.67,222782.2,,,,,
522,2019-01-29,Infused (edible),Each,1637,39433.64,0,0,1637,39433.64,,,,,
522,2019-01-29,Buds,Each,772,9120.66,0,0,772,9120.66,,,,,
522,2019-01-29,Concentrate,Each,39,2257.51,0,0,39,2257.51,,,,,
522,2019-01-29,Infused (non-edible),Each,415,31804.7,0,0,415,31804.7,,,,,
522,2019-01-29,Concentrate,Grams,0,0,30.5,1661,30.5,1661,,,,,
522,2019-01-29,Shake/Trim (by strain),Grams,0,0,90,1206,90,1206,,,,,
532,2019-01-30,Infused (non-edible),Each,388,29587,0,0,388,29587,,,,,
532,2019-01-30,Concentrate,Grams,0,0,39,2716,39,2716,,,,,
532,2019-01-30,Buds,Grams,0,0,14098.5,204406.31,14098.5,204406.31,,,,,
532,2019-01-30,Buds,Each,749,8861.57,0,0,749,8861.57,,,,,
532,2019-01-30,Concentrate,Each,1,25,0,0,1,25,,,,,
532,2019-01-30,Kief,Grams,0,0,32,800,32,800,,,,,
532,2019-01-30,Shake/Trim (by strain),Grams,0,0,183.25,2022,183.25,2022,,,,,
532,2019-01-30,Concentrate (Each),Each,2338,129190.53,0,0,2338,129190.53,,,,,
532,2019-01-30,Infused (edible),Each,1918,39797.29,0,0,1918,39797.29,,,,,
541,2019-01-31,Buds,Each,1192,14006.43,0,0,1192,14006.43,,,,,
541,2019-01-31,Infused (non-edible),Each,503,35359,0,0,503,35359,,,,,
541,2019-01-31,Kief,Grams,0,0,2,50,2,50,,,,,
541,2019-01-31,Shake/Trim (by strain),Grams,0,0,209.75,2316,209.75,2316,,,,,
541,2019-01-31,Concentrate,Grams,0,0,44.5,2931,44.5,2931,,,,,
541,2019-01-31,Buds,Grams,0,0,17335.5,250752.05,17335.5,250752.05,,,,,
541,2019-01-31,Infused (edible),Each,2640,55603.89,0,0,2640,55603.89,,,,,
541,2019-01-31,Concentrate (Each),Each,2954,169126.03,0,0,2954,169126.03,,,,,
541,2019-01-31,Concentrate,Each,1,25,0,0,1,25,,,,,
550,2019-02-01,Shake/Trim (by strain),Grams,0,0,324.75,5080.62,324.75,5080.62,,,,,
550,2019-02-01,Infused (non-edible),Each,572,38960,0,0,572,38960,,,,,
550,2019-02-01,Concentrate (Each),Each,3918,208170.68,0,0,3918,208170.68,,,,,
550,2019-02-01,Buds,Each,2056,24435.9,0,0,2056,24435.9,,,,,
550,2019-02-01,Infused (edible),Each,3729,77958.17,0,0,3729,77958.17,,,,,
550,2019-02-01,Concentrate,Grams,0,0,47,3065.4,47,3065.4,,,,,
550,2019-02-01,Concentrate,Each,205,20125.11,0,0,205,20125.11,,,,,
550,2019-02-01,Buds,Grams,0,0,22818.5,349111.42,22818.5,349111.42,,,,,
558,2019-02-02,Buds,Each,1905,22406.24,0,0,1905,22406.24,,,,,
558,2019-02-02,Shake/Trim (by strain),Grams,0,0,603,9699,603,9699,,,,,
558,2019-02-02,Concentrate,Each,230,22108.88,0,0,230,22108.88,,,,,
558,2019-02-02,Buds,Grams,0,0,26616.26,391914.49,26616.26,391914.49,,,,,
558,2019-02-02,Concentrate (Each),Each,4400,234096.87,0,0,4400,234096.87,,,,,
558,2019-02-02,Infused (edible),Each,4817,102460.06,0,0,4817,102460.06,,,,,
558,2019-02-02,Infused (non-edible),Each,636,41592,0,0,636,41592,,,,,
558,2019-02-02,Concentrate,Grams,0,0,59,4038.8,59,4038.8,,,,,
566,2019-02-03,Buds,Each,1269,14986.24,0,0,1269,14986.24,,,,,
566,2019-02-03,Concentrate (Each),Each,3347,169468.76,0,0,3347,169468.76,,,,,
566,2019-02-03,Infused (non-edible),Each,513,35270.01,0,0,513,35270.01,,,,,
566,2019-02-03,Concentrate,Each,157,15316.27,0,0,157,15316.27,,,,,
566,2019-02-03,Shake/Trim (by strain),Grams,0,0,242.45,3862.18,242.45,3862.18,,,,,
566,2019-02-03,Buds,Grams,0,0,17995.55,256825.78,17995.55,256825.78,,,,,
566,2019-02-03,Concentrate,Grams,0,0,27,2052,27,2052,,,,,
566,2019-02-03,Infused (edible),Each,2086,49330.35,0,0,2086,49330.35,,,,,
574,2019-02-04,Concentrate (Each),Each,3117,164512.93,0,0,3117,164512.93,,,,,
574,2019-02-04,Buds,Each,1057,12466.27,0,0,1057,12466.27,,,,,
574,2019-02-04,Concentrate,Grams,0,0,25,1958,25,1958,,,,,
574,2019-02-04,Buds,Grams,0,0,17229.62,247443.49,17229.62,247443.49,,,,,
574,2019-02-04,Concentrate,Each,115,11356.44,0,0,115,11356.44,,,,,
574,2019-02-04,Shake/Trim (by strain),Grams,0,0,320,4801.2,320,4801.2,,,,,
574,2019-02-04,Kief,Grams,0,0,19,475,19,475,,,,,
574,2019-02-04,Infused (non-edible),Each,459,30095,0,0,459,30095,,,,,
574,2019-02-04,Infused (edible),Each,2157,49908.41,0,0,2157,49908.41,,,,,
583,2019-02-05,Buds,Each,929,10953.14,0,0,929,10953.14,,,,,
583,2019-02-05,Infused (non-edible),Each,345,26255.01,0,0,345,26255.01,,,,,
583,2019-02-05,Concentrate,Grams,0,0,25,1958.4,25,1958.4,,,,,
583,2019-02-05,Buds,Grams,0,0,16667.35,241974.19,16667.35,241974.19,,,,,
583,2019-02-05,Shake/Trim (by strain),Grams,0,0,408.5,6522,408.5,6522,,,,,
583,2019-02-05,Concentrate,Each,11,1100,0,0,11,1100,,,,,
583,2019-02-05,Infused (edible),Each,2048,47016.76,0,0,2048,47016.76,,,,,
583,2019-02-05,Concentrate (Each),Each,2894,155426.49,0,0,2894,155426.49,,,,,
583,2019-02-05,Kief,Grams,0,0,38,950,38,950,,,,,
592,2019-02-06,Shake/Trim (by strain),Grams,0,0,378.5,5369.4,378.5,5369.4,,,,,
592,2019-02-06,Concentrate (Each),Each,2867,152228.62,0,0,2867,152228.62,,,,,
592,2019-02-06,Concentrate,Each,3,300,0,0,3,300,,,,,
592,2019-02-06,Infused (non-edible),Each,382,26220.8,0,0,382,26220.8,,,,,
592,2019-02-06,Concentrate,Grams,0,0,24,1992,24,1992,,,,,
592,2019-02-06,Kief,Grams,0,0,41,1025,41,1025,,,,,
592,2019-02-06,Infused (edible),Each,2450,55463.21,0,0,2450,55463.21,,,,,
592,2019-02-06,Buds,Each,1068,12735.73,0,0,1068,12735.73,,,,,
592,2019-02-06,Buds,Grams,0,0,16680.6,239460.08,16680.6,239460.08,,,,,
601,2019-02-07,Concentrate,Grams,0,0,27,2262,27,2262,,,,,
601,2019-02-07,Kief,Grams,0,0,2,50,2,50,,,,,
601,2019-02-07,Infused (edible),Each,6882,67773.09,0,0,6882,67773.09,,,,,
601,2019-02-07,Concentrate (Each),Each,3426,183338.58,0,0,3426,183338.58,,,,,
601,2019-02-07,Shake/Trim (by strain),Grams,0,0,269.25,4169.58,269.25,4169.58,,,,,
601,2019-02-07,Buds,Each,1257,14842.92,0,0,1257,14842.92,,,,,
601,2019-02-07,Infused (non-edible),Each,483,30490.03,0,0,483,30490.03,,,,,
601,2019-02-07,Buds,Grams,0,0,17680.59,256175.2,17680.59,256175.2,,,,,
609,2019-02-08,Buds,Each,1731,20581.11,0,0,1731,20581.11,,,,,
609,2019-02-08,Buds,Grams,0,0,21588.75,314448.92,21588.75,314448.92,,,,,
609,2019-02-08,Concentrate (Each),Each,5172,271962.13,0,0,5172,271962.13,,,,,
609,2019-02-08,Shake/Trim (by strain),Grams,0,0,381,5826,381,5826,,,,,
609,2019-02-08,Infused (edible),Each,5922,86697.92,0,0,5922,86697.92,,,,,
609,2019-02-08,Concentrate,Grams,0,0,28,2406,28,2406,,,,,
609,2019-02-08,Infused (non-edible),Each,611,41454,0,0,611,41454,,,,,
616,2019-02-09,Concentrate,Grams,0,0,33,2696.4,33,2696.4,,,,,
616,2019-02-09,Buds,Each,1810,21520,0,0,1810,21520,,,,,
616,2019-02-09,Shake/Trim (by strain),Grams,0,0,249.25,4228.44,249.25,4228.44,,,,,
616,2019-02-09,Buds,Grams,0,0,24836.75,364116.82,24836.75,364116.82,,,,,
616,2019-02-09,Infused (non-edible),Each,608,40807,0,0,608,40807,,,,,
616,2019-02-09,Concentrate (Each),Each,5706,312715.88,0,0,5706,312715.88,,,,,
616,2019-02-09,Infused (edible),Each,4849,100988.99,0,0,4849,100988.99,,,,,
623,2019-02-10,Shake/Trim (by strain),Grams,0,0,207.75,3538.8,207.75,3538.8,,,,,
623,2019-02-10,Buds,Grams,0,0,18782.77,275296.73,18782.77,275296.73,,,,,
623,2019-02-10,Concentrate (Each),Each,3857,208838.03,0,0,3857,208838.03,,,,,
623,2019-02-10,Infused (non-edible),Each,531,33688,0,0,531,33688,,,,,
623,2019-02-10,Concentrate,Grams,0,0,38,3044.4,38,3044.4,,,,,
623,2019-02-10,Concentrate,Each,81,7940.01,0,0,81,7940.01,,,,,
623,2019-02-10,Buds,Each,1785,21347.1,0,0,1785,21347.1,,,,,
623,2019-02-10,Infused (edible),Each,6367,76871.04,0,0,6367,76871.04,,,,,
631,2019-02-11,Concentrate (Each),Each,2857,157142.39,0,0,2857,157142.39,,,,,
631,2019-02-11,Shake/Trim (by strain),Grams,0,0,118,1852.8,118,1852.8,,,,,
631,2019-02-11,Infused (non-edible),Each,601,38946,0,0,601,38946,,,,,
631,2019-02-11,Concentrate,Each,82,7755.04,0,0,82,7755.04,,,,,
631,2019-02-11,Buds,Each,1167,13750.95,0,0,1167,13750.95,,,,,
631,2019-02-11,Concentrate,Grams,0,0,19,1518,19,1518,,,,,
631,2019-02-11,Buds,Grams,0,0,17811.68,258574.27,17811.68,258574.27,,,,,
631,2019-02-11,Infused (edible),Each,2465,53905,0,0,2465,53905,,,,,
639,2019-02-12,Shake/Trim (by strain),Grams,0,0,593.5,7241.4,593.5,7241.4,,,,,
639,2019-02-12,Concentrate,Each,42,4200,0,0,42,4200,,,,,
639,2019-02-12,Infused (non-edible),Each,417,28762,0,0,417,28762,,,,,
639,2019-02-12,Concentrate (Each),Each,1546,87475.32,0,0,1546,87475.32,,,,,
639,2019-02-12,Buds,Grams,0,0,9860.2,143980.6,9860.2,143980.6,,,,,
639,2019-02-12,Buds,Each,701,8275.57,0,0,701,8275.57,,,,,
639,2019-02-12,Infused (edible),Each,1149,25504.17,0,0,1149,25504.17,,,,,
